TIME,VALUE,LABEL
0.000000000,0
0.023219955,0
0.046439909,0
0.069659864,0
0.092879819,0
0.116099773,0.033734
0.139319728,0.0848276
0.162539683,0.11742
0.185759637,0.0604405
0.208979592,0
0.232199546,0
0.255419501,0.160189
0.278639456,0.207916
0.301859410,0
0.325079365,0
0.348299320,0
0.371519274,0
0.394739229,0
0.417959184,0.103779
0.441179138,0.0347225
0.464399093,0.0528935
0.487619048,0
0.510839002,0
0.534058957,0
0.557278912,0
0.580498866,0.0346565
0.603718821,0
0.626938776,0
0.650158730,0.0121317
0.673378685,0.327422
0.696598639,0.326937
0.719818594,0.0305462
0.743038549,0
0.766258503,0
0.789478458,0
0.812698413,0
0.835918367,0.00888205
0.859138322,0
0.882358277,0
0.905578231,0.0356126
0.928798186,0
0.952018141,0
0.975238095,0.20886
0.998458050,0.201419
1.021678005,0
1.044897959,0
1.068117914,0
1.091337868,0
1.114557823,0.240348
1.137777778,3.56621
1.160997732,2.90162
1.184217687,0.0263621
1.207437642,0
1.230657596,0
1.253877551,0
1.277097506,0
1.300317460,0
1.323537415,0
1.346757370,0.13757
1.369977324,0.247259
1.393197279,0
1.416417234,0
1.439637188,0
1.462857143,0
1.486077098,0
1.509297052,0
1.532517007,0
1.555736961,0
1.578956916,0
1.602176871,0.20815
1.625396825,0
1.648616780,0
1.671836735,0
1.695056689,0
1.718276644,0
1.741496599,0
1.764716553,0
1.787936508,0
1.811156463,0
1.834376417,0
1.857596372,0
1.880816327,0.0511843
1.904036281,0
1.927256236,0
1.950476190,0.0322004
1.973696145,0.174026
1.996916100,0.197761
2.020136054,0
2.043356009,0.324419
2.066575964,1.26007
2.089795918,0.0898864
2.113015873,0
2.136235828,0
2.159455782,0
2.182675737,0
2.205895692,0
2.229115646,0
2.252335601,0
2.275555556,0
2.298775510,0
2.321995465,0
2.345215420,0
2.368435374,0
2.391655329,0
2.414875283,0
2.438095238,0
2.461315193,1.26464
2.484535147,1.16517
2.507755102,0.172392
2.530975057,0
2.554195011,0
2.577414966,0.021278
2.600634921,1.80986
2.623854875,0.134464
2.647074830,0
2.670294785,0
2.693514739,0
2.716734694,0.131894
2.739954649,0.446377
2.763174603,0
2.786394558,0
2.809614512,0
2.832834467,0
2.856054422,0.0600231
2.879274376,0.0505764
2.902494331,0
2.925714286,0
2.948934240,0
2.972154195,0.489234
2.995374150,2.94225
3.018594104,1.38047
3.041814059,0
3.065034014,0
3.088253968,0
3.111473923,0
3.134693878,0.805411
3.157913832,0
3.181133787,0
3.204353741,0
3.227573696,0
3.250793651,0
3.274013605,0
3.297233560,0
3.320453515,0
3.343673469,0
3.366893424,0
3.390113379,0
3.413333333,0
3.436553288,0
3.459773243,0.0535527
3.482993197,2.82435
3.506213152,0
3.529433107,0
3.552653061,0
3.575873016,0
3.599092971,1.04239
3.622312925,4.1443
3.645532880,0
3.668752834,0
3.691972789,0
3.715192744,0
3.738412698,0
3.761632653,0
3.784852608,0
3.808072562,0
3.831292517,0
3.854512472,0
3.877732426,0
3.900952381,0
3.924172336,0
3.947392290,0
3.970612245,0
3.993832200,0
4.017052154,0
4.040272109,0
4.063492063,0
4.086712018,0.0743265
4.109931973,0.404498
4.133151927,0
4.156371882,0
4.179591837,0
4.202811791,0
4.226031746,0.234997
4.249251701,0.529827
4.272471655,0
4.295691610,0
4.318911565,0
4.342131519,0
4.365351474,0.00522913
4.388571429,0
4.411791383,0
4.435011338,0
4.458231293,0.0118248
4.481451247,0
4.504671202,0
4.527891156,0
4.551111111,0
4.574331066,0
4.597551020,0
4.620770975,0
4.643990930,0
4.667210884,0
4.690430839,0
4.713650794,0
4.736870748,0
4.760090703,0
4.783310658,0
4.806530612,0.207324
4.829750567,0.96283
4.852970522,1.53716
4.876190476,0.609987
4.899410431,0
4.922630385,0
4.945850340,0
4.969070295,0
4.992290249,0
5.015510204,0
5.038730159,0
5.061950113,0.0984834
5.085170068,0.0533264
5.108390023,0.104223
5.131609977,0
5.154829932,0
5.178049887,0
5.201269841,0
5.224489796,0
5.247709751,0.0495851
5.270929705,0
5.294149660,0
5.317369615,0
5.340589569,0
5.363809524,0.104148
5.387029478,0.00238101
5.410249433,0
5.433469388,0.118658
5.456689342,0.104701
5.479909297,0
5.503129252,0
5.526349206,0
5.549569161,0
5.572789116,0
5.596009070,0.0268926
5.619229025,0.0796739
5.642448980,0
5.665668934,0
5.688888889,0
5.712108844,0.173166
5.735328798,0.00689706
5.758548753,0
5.781768707,0
5.804988662,0.00739264
5.828208617,0
5.851428571,0
5.874648526,0
5.897868481,0
5.921088435,0.0322425
5.944308390,0
5.967528345,0
5.990748299,0.149038
6.013968254,0.161797
6.037188209,0.0901427
6.060408163,0.0835671
6.083628118,0
6.106848073,0
6.130068027,0
6.153287982,0.141923
6.176507937,0.0287685
6.199727891,0.138466
6.222947846,0
6.246167800,0
6.269387755,0
6.292607710,0.011943
6.315827664,0
6.339047619,0
6.362267574,0
6.385487528,0
6.408707483,0
6.431927438,0.0455506
6.455147392,0.110069
6.478367347,0.0742217
6.501587302,0
6.524807256,0.082528
6.548027211,0.0726108
6.571247166,0
6.594467120,0.0291041
6.617687075,0
6.640907029,0.0617193
6.664126984,0.00890227
6.687346939,0
6.710566893,0.0566741
6.733786848,0
6.757006803,0
6.780226757,0
6.803446712,0
6.826666667,0
6.849886621,0.0338447
6.873106576,0.0116372
6.896326531,0
6.919546485,0
6.942766440,0.0392049
6.965986395,0
6.989206349,0.0144182
7.012426304,0.00393388
7.035646259,0.0150449
7.058866213,0.083745
7.082086168,0
7.105306122,0.0669324
7.128526077,0.00238101
7.151746032,0
7.174965986,0.0577383
7.198185941,0.07533
7.221405896,0
7.244625850,0
7.267845805,0
7.291065760,0
7.314285714,0.00747831
7.337505669,0.412811
7.360725624,0.0225029
7.383945578,0
7.407165533,0
7.430385488,0
7.453605442,0
7.476825397,0
7.500045351,0
7.523265306,0.121502
7.546485261,0.0170691
7.569705215,0.0122429
7.592925170,0
7.616145125,0
7.639365079,0
7.662585034,0.0279558
7.685804989,0
7.709024943,0
7.732244898,0
7.755464853,0.0298599
7.778684807,0.0548079
7.801904762,0.0651539
7.825124717,0.0387661
7.848344671,0.0511116
7.871564626,0.0238078
7.894784580,0.0713901
7.918004535,0.066152
7.941224490,0
7.964444444,0
7.987664399,0.0190966
8.010884354,0.00829165
8.034104308,0.0476413
8.057324263,0
8.080544218,0
8.103764172,0.0280344
8.126984127,0.0141668
8.150204082,0
8.173424036,0.00042659
8.196643991,0
8.219863946,0
8.243083900,0.0144706
8.266303855,0.109828
8.289523810,0.0291485
8.312743764,0
8.335963719,0
8.359183673,0
8.382403628,0
8.405623583,0.0557021
