TIME,27.7576,30.2811,32.8045,35.3279,37.8513,40.3748,42.8982,45.4216,47.945,50.4684,52.9919,55.5153,58.0387,60.5621,63.0856,65.609,68.1324,70.6558,73.1792,75.7027,78.2261,80.7495,83.2729,85.7964,88.3198,90.8432,93.3666,95.89,98.4135,100.937,103.46,105.984,108.507,111.031,113.554,116.077,118.601,121.124,123.648,126.171,128.695,131.218,133.741,136.265,138.788,141.312,143.835,146.358,148.882,151.405,153.929,156.452,158.976,161.499,164.022,166.546,169.069,171.593,174.116,176.64,179.163,181.686,184.21,186.733,189.257,191.78,194.304,196.827,199.35,201.874,204.397,206.921,209.444,211.967,214.491,217.014,219.538,222.061,224.585,227.108,229.631,232.155,234.678,237.202,239.725,242.249,244.772,247.295,249.819,252.342,254.866,257.389,259.912,262.436,264.959,267.483,270.006,272.53,275.053,277.576,280.1,282.623,285.147,287.67,290.194,292.717,295.24,297.764,300.287,302.811,305.334,307.858,310.381,312.904,315.428,317.951,320.475,322.998,325.521,328.045,330.568,333.092,335.615,338.139,340.662,343.185,345.709,348.232,350.756,353.279,355.803,358.326,360.849,363.373,365.896,368.42,370.943,373.466,375.99,378.513,381.037,383.56,386.084,388.607,391.13,393.654,396.177,398.701,401.224,403.748,406.271,408.794,411.318,413.841,416.365,418.888,421.411,423.935,426.458,428.982,431.505,434.029,436.552,439.075,441.599,444.122,446.646,449.169,451.693,454.216,456.739,459.263,461.786,464.31,466.833,469.357,471.88,474.403,476.927,479.45,481.974
0.000000000,1269.73,887.442,362.661,859.945,1392.55,746.534,257.239,309.349,132.37,97.011,291.501,279.489,426.359,581.438,339.212,410.243,573.254,449.68,486.41,465.911,302.37,282.462,244.54,54.3136,45.535,174.663,205.394,243.654,379.882,604.374,728.514,647.838,604.196,756.559,644.543,254.828,177.605,249.838,159.244,131.596,144.11,153.866,388.63,391.201,224.483,419.599,554,793.954,1212.53,915.666,335.676,364.4,273.576,14.1074,351.747,497.131,160.953,377.101,1262.27,2344.57,2964.82,2088.2,447.59,824.273,4197.74,9716.79,18002.8,28241.7,36262.5,36412.5,26643.7,14054.9,5478.66,1127.78,411.091,1649.77,2108.56,1323.74,426.031,27.2645,64.2279,227.951,95.6041,58.7221,468.615,532.873,294.152,315.307,273.781,209.046,338.215,257.616,52.9062,162.132,208.585,119.131,163.742,136.291,186.948,380.728,411.275,493.44,776.816,810.953,557.966,365.995,374.594,451.372,338.595,116.146,34.6145,89.878,55.9798,175.959,482.926,442.672,257.506,340.711,499.931,538.942,590.496,408.121,163.436,362.516,435.302,297.164,183.583,14.7262,253.922,589.252,423.775,456.42,837.435,617.864,202.713,427.764,615.669,362.905,168.845,507.133,1577.36,2344.34,1634.08,811.596,2901.59,11329.4,27542,40132.6,34622,18810.8,8289.67,4685.81,3372.26,1691.32,225.902,265.119,1104.72,1462.32,1129.55,607.373,375.065,968.379,1410.24,637.494,117.017,393.75,572.429,626.417,468.203,212.343,493.856,953.815,701.471,385.412,486.271,487.844,549.638,568.56,325.672,173.081,131.853
1.486077098,1431.9,1066.47,205.97,992.366,1912.35,809.311,170.148,379.413,126.48,75.7466,357.12,237.836,418.914,751.696,258.509,424.463,681.472,366.974,538.823,485.535,280.97,268.65,300.989,62.8377,56.0998,195.66,186.086,235.929,354.303,665.537,762.91,672.362,549.277,836.066,789.853,201.998,162.979,268.796,151.849,103.263,165.693,92.9855,491.093,462.787,136.833,485.784,530.349,775.224,1504.02,1119.07,233.614,406.666,403.778,5.33942,533.407,671.152,83.5826,379.061,1426.06,2806.73,3704.63,3183.19,1104.13,1574.97,5914.12,13256.8,24956,44877.5,63387.5,60386.7,37973.8,18627.5,7717.14,1995.53,1034.41,2642.35,2822.1,1637.26,543.81,31.9535,73.7793,348.17,228.354,177.021,765.114,667.485,224.377,362.872,282.217,166.086,395.388,339.989,16.3147,214.974,255.982,73.049,199.448,108.608,174.547,427.02,410.453,448.842,894.922,915.144,547.301,349.404,341.588,524.139,379.854,112.453,14.9817,112.325,42.7004,189.498,651.872,456.624,225.246,311.188,567.376,516.349,645.457,510.056,73.5971,461.419,507.529,265.483,272.295,91.3577,436.268,811.102,398.103,406.034,1071.05,797.407,92.5446,542.388,807.764,499.95,310.416,741.275,2291.76,3605.71,2619.92,1702.18,4559.35,15131.4,39075.5,64443.3,57140.2,28855.9,12129.7,7116.95,5020.99,2581.81,528.679,526.432,1407.22,1815.67,1207.51,607.329,249.975,1084.75,1966.32,755.489,43.5368,457.746,551.213,690,497.044,142.693,487.842,1220.79,771.825,279.085,559.404,431.716,579.424,656.707,318.025,150.164,144.708
2.972154195,1254.58,1272.56,58.6475,1086.19,2300.78,855.483,82.0301,414.242,123.834,60.5241,415.814,159.655,374.872,865.484,181.838,424.311,767.78,204.123,561.308,412.732,233.008,208.128,328.899,96.2536,89.3047,203.546,130.559,209.915,270.062,658.939,663.221,620.237,403.653,801.138,881.862,133.337,154.999,225.35,150.574,47.0608,213.562,23.2452,608.107,481.206,51.4805,516.026,436.342,652.013,1650.62,1197.83,136.117,432.115,573.608,74.7629,682.801,896.954,25.0049,422.475,1234.63,3219.6,3619.89,4220.86,2436.58,2503.75,6421.24,16701.4,28313.5,57654.4,96053.2,84814,43096.6,22264.7,9286.59,2597.39,2058.2,3967.14,2920.05,1850.39,674.452,22.5761,71.4898,534.117,425.234,373.655,1081.18,791.174,105.188,400.703,238.97,110.138,395.053,430.569,10.4668,272.543,299.799,19.8158,246.887,62.4548,167.278,390.552,380.191,311.578,945.41,877.395,462.59,281.3,261.56,527.269,392.663,84.4084,2.91878,136.186,56.9462,241.038,794.986,387.056,175.085,224.612,588.323,407.47,612.534,619.131,5.56325,560.661,523.23,183.808,350.964,248.896,677.194,960.083,333.018,300.932,1226.54,931.187,17.1528,665.577,956.504,506.985,513.56,955.939,2602.17,5116.58,3599.91,2226.05,6400.31,18016.9,44594,90096.9,82195.4,35038.2,14965.8,9700.01,5599.14,3647.02,1223.92,813.833,1359.66,2235.58,950.601,631.136,77.2711,1191.22,2300.32,953.812,31.2551,497.712,416.683,691.768,443.719,76.1462,452.16,1365.43,796.384,126.128,633.229,273.176,589.869,626.163,288.906,90.4141,159.778
4.458231293,807.787,1566.86,23.9075,998.606,2563.72,916.511,63.4036,371.757,136.655,81.1128,435.763,95.1618,317.806,894.373,160.527,433.256,860.762,45.5883,578.425,254.822,188.534,133.589,311.527,136.776,162.392,217.124,79.6907,162.728,190.861,559.681,482.45,509.357,212.27,708.766,842.079,118.682,166.911,141.228,162.613,8.86061,321.719,30.3677,716.342,427.321,3.10941,540.486,303.554,517.784,1570.61,1151.03,92.952,440.637,786.437,241.858,727.012,1087.29,140.844,568.229,740.918,3683.57,2603,5135.48,4227.06,3341.55,5635.35,18834.5,27687.2,60575.3,129982,103434,38982.3,24768.9,9255.93,2892.91,3266.68,5271.58,2533.98,1829.18,963.215,0.806407,135.613,782.336,582.898,605.502,1389.5,852.113,17.3369,421.666,166.013,67.0824,322.526,540.16,66.1577,311.29,320.055,1.53114,326.929,35.3933,176.334,275.377,340.179,159.947,892.652,737.656,314.196,201.814,163.42,451.522,385.11,40.3335,7.2734,181.679,141.357,374.336,822.409,297.553,109.815,115.16,577.407,255.498,546.562,696.087,20.1099,639.403,499.155,91.9066,391.174,440.178,956.999,989.44,249.687,166.637,1348.7,932.365,26.7238,772.301,1128.7,329.831,825.458,1008.25,2526.43,6430.47,4457.14,2180.25,7690.38,19969.5,40622.8,112244,105829,33666.3,16775.4,11316,5028.33,4558.13,2302.93,1154.72,928.025,2840.25,465.116,784.13,4.40681,1204.39,2294.84,1265.57,165.102,482.004,246.699,627.722,324.132,44.7454,419.553,1355.97,749.18,19.3765,709.32,108.423,626.712,469.828,265.439,20.7042,193.456
5.944308390,478.451,1946.85,122.185,748.405,2677.91,1034.16,114.13,282.62,149.552,143.583,407.803,69.8495,278.167,831.783,201.798,482.613,953.834,14.3465,584.003,91.1344,169.703,81.8719,272.22,145.06,296.309,278.393,87.7012,119.078,154.065,381.921,296.62,369.278,56.5357,623.724,645.239,183.321,235.961,72.4542,207.323,75.9315,485.679,184.456,790.887,313.347,13.4279,576.77,206.818,427.548,1288.06,989.787,123.192,459.688,974.011,481.946,662.769,1137.44,546.904,857.171,320.667,4244.45,1137.17,6025.68,6112.68,3447.81,4364.63,18113.9,24811.9,51504.6,160432,112200,27186.9,25702.9,7475.25,2948.91,3902.22,6494.98,1967.67,1744.69,1579.36,74.0803,400.805,978.922,624.946,872.326,1534.16,871.546,10.1707,427.381,101.604,35.2882,221.295,640.025,206.351,311.776,300.428,60.2085,443.84,84.0078,192.366,138.013,311.478,69.088,748.802,543.711,151.323,144.704,81.9358,328.233,345.705,20.5905,33.7963,289.408,357.017,577.533,685.299,242.137,59.8112,21.133,574.411,132.024,465.774,740.569,126.644,662.414,471.721,28.6172,387.798,582.1,1225.64,908.512,160.572,82.5535,1415.32,842.89,75.9843,883.944,1370.93,93.5866,1256.28,928.225,2160.92,7480.71,4608.65,1841.32,7733.7,20902.6,28390.4,126857,124950,24590.7,18027.9,10855.6,3970.24,4654.04,3572.88,1717.56,392.81,3787.63,188.837,1160.97,200.933,978.163,2103.33,1570.03,411.254,467.763,103.116,532.575,184.599,53.381,404.681,1210.77,626.948,17.6984,780.758,75.5868,711.471,276.733,248.684,5.30806,246.954
7.430385488,658.305,2464.09,294.526,465.506,2632.28,1166.86,220.304,185.327,150.964,249.662,320.723,85.2455,286.727,680.15,276.291,575.77,1029.45,162.214,576.365,5.22212,174.49,92.802,242.592,112.392,503.317,424.624,190.046,121.672,145.33,200.407,156.154,233.473,20.73,569.33,368.107,304.984,387.762,100.719,297.982,292.15,693.673,465.386,806.586,189.939,64.6425,644.929,218.116,383.511,905.015,747.686,195.824,522.235,1055.34,709.004,528.474,1016.01,1241.34,1338.58,451.543,4781.2,160.011,6647.22,7762.88,2813.5,3032.21,14710.9,21089.4,35183,182669,111411,13493.9,24321.2,4951.2,2545.1,3864.03,7218.73,1780.54,1794.4,2657.84,444.045,950.364,1071.92,521.693,1135.57,1416.83,864.109,115.543,395.376,73.6156,19.4142,128.214,713.996,407.633,273.958,241.108,209.777,596.977,221.959,201.28,44.6608,302.25,88.6221,556.452,348.286,35.0831,119.057,58.8424,189.608,285.933,55.7683,88.6092,484.796,733.502,800.931,434.333,237.463,54.6468,7.40647,588.628,95.4383,385.039,737.48,304.044,591.84,465.561,39.2138,341.904,608.021,1465.61,728.191,92.6752,93.3506,1390.42,756.962,97.0428,1051.01,1704.63,30.7459,1755.29,792.288,1816.5,7953.29,4176.81,1264.71,6617.47,20329.6,13528.1,132916,137235,12618.7,18295.8,8798.47,2637.82,4025.7,4602.8,2481.19,338.059,5018.08,723.022,1835.6,732.549,578.332,1850.19,1748.18,669.686,483.117,75.6497,425.142,74.0281,96.2315,396.032,970.851,468.769,100.146,850.224,273.82,845.941,149.582,234.051,75.0897,318.27
8.916462585,1564.58,3050.77,493.19,292.465,2472.2,1209.58,341.18,126.331,142.554,382.259,196.438,125.574,326.773,482.17,336.7,649.335,1086.72,440.339,553.32,26.6096,198.859,173.673,242.734,71.607,769.222,662.704,369.458,192.912,150.152,71.1884,76.4178,138.743,117.944,558.399,125.543,444.563,606.045,264.878,445.143,615.891,905.945,786.594,751.781,106.202,115.755,734.6,389.519,350.863,540.17,500.042,250.442,631.63,969.361,861.326,352.943,824.612,2035.54,2016.34,1354.65,5151.28,238.575,7061.7,8594.2,1856.39,1801.59,10255.8,17100.5,20305.8,193663,105270,4040.04,20752,2640.05,1899.97,3078.84,7361.01,2208.39,2198.09,4067.07,1280.12,1732.31,1074.78,328.837,1329.11,1079.05,820.182,316.953,318.704,78.7661,18.8652,86.242,741.546,595.895,224.104,161.311,426.661,767.722,403.642,205.263,26.3836,306.966,211.925,373.529,188.874,9.4473,120.913,93.3901,83.6367,224.034,140.549,172.523,747.641,1241.74,984.969,183.881,267.009,104.403,102.173,622.477,154.263,311.403,668.158,485.794,459.379,444.557,160.365,285.298,530.331,1639.38,514.524,49.4083,152.946,1320.9,715.657,75.9548,1278.76,2091.46,321.637,2207.01,741.741,1706.83,7742.1,3383.41,622.562,4954.33,17899.4,2916.42,132223,142063,4126.53,16910.4,6399.38,1365.49,2881.57,5054.94,3389.92,1113.23,6335.16,2330.21,2804.37,1502.6,219.962,1623.76,1733.94,814.363,547.669,187.639,328.949,16.6274,146.785,378.565,684.791,328.228,189.351,931.164,697.648,987.306,151.612,230.175,204.489,392.62
10.402539683,3083.91,3471.08,701.833,291.912,2300.8,1052.44,458.769,114.491,146.536,488.95,97.3973,167.222,371.834,275.355,360.654,620.911,1145.13,703.057,509.424,139.783,244.46,272.68,266.353,77.4847,1081.19,946.661,532.191,330.476,167.511,20.4135,40.3992,86.1044,302.163,598.065,12.7586,551.819,838.889,519.755,646.243,951.517,1034.65,1049.55,637.282,73.9427,125.627,873.24,655.918,295.145,271.554,344.524,236.845,769.533,719.367,907.29,205.885,676.634,2618.99,2798.91,2881.75,5293.59,1225.7,7210.33,8525.71,942.486,869.107,6231.6,13267.7,14361.6,192343,99538.5,1759.33,15947,1211.14,1283.81,1804.76,7105.57,3031.35,2828.82,5606.58,2619.39,2453.59,1054.62,138.405,1441.68,642.964,730.594,551.328,220.97,99.135,32.589,111.116,682.82,745.796,155.256,87.6181,652.044,978.261,497.236,230.819,90.2754,296.751,361.66,259.368,93.9584,72.0925,142.743,146.876,37.0359,175.264,256.628,273.876,982.384,1799.04,1118.58,30.9973,295.503,180.632,282.668,702.699,236.403,247.946,542.82,585.437,312.12,390.985,397.968,251.282,455.961,1678.81,353.837,22.9499,208.942,1190.3,775.07,52.6421,1523.13,2346.92,1020.49,2578.43,760.261,1795.69,7131.84,2373.23,171.248,3314.45,14102.3,583.272,127634,140763,2915.23,13789.9,4672.92,574.506,1491.83,5020.35,4122.28,2464.18,7621.93,4744.76,3882.65,2238.76,101.275,1527.27,1503.64,793.867,657.495,354.46,278.886,13.8033,170.582,327.259,416.086,237.036,201.753,1045.19,1232.62,1060.06,266.523,256.175,322.661,451.696
11.888616780,4733.36,3501.47,902.736,502.118,2136.89,717.594,530.951,148.313,182.275,531.283,61.5594,200.103,402.801,109.48,345.066,475.309,1208.97,789.353,470.487,276.717,292.523,343.15,281.417,177.521,1376.63,1232.83,584.58,481.679,215.537,34.9497,37.9781,55.2471,521.526,741.092,23.8878,486.034,1195.05,732.388,725.341,1412.12,891.999,1255.73,515.815,87.3713,124.875,1131.03,783.765,271.922,139.137,297.01,209.997,862.968,414.313,822.09,163.334,609.144,2809.6,3468.99,4481.58,5273.24,2361.01,7105.04,7699.68,403.284,346.611,3255.7,10146.9,19481.4,179265,97509.7,5684.1,11104.8,803.787,794.099,698.441,6501.08,3856.67,3432.78,6805.49,4318.64,2875.29,951.449,61.8968,1636.28,189.021,684.11,587.636,279.363,103.799,196.13,279.43,386.187,1153.16,19.9895,2.07481,1078.22,1184.16,402.266,340.481,162.394,268.584,486.702,208.856,61.2725,178.043,191.745,173.894,33.1809,162.896,372.355,355.711,1111.57,2263.7,1219.05,10.7416,315.827,236.494,480.824,850.658,260.266,209.833,378.462,577.285,186.38,342.769,673.794,275.009,475.084,1594.06,261.964,8.88255,210.736,1050.32,833.687,103.739,1798.67,2198.31,1947.86,3060.99,650.562,2031.7,6417.8,1423.63,27.7413,1767.51,10457.5,5790.51,120484,135461,8465.7,9724.89,3873.74,385.555,418.275,4544.59,4454.79,3823.35,8628.8,7144.88,4861.83,2663.7,272.826,1556.35,1171.91,621.196,813.912,446.198,274.939,57.7182,145.152,249.44,216.13,170.717,132.855,1181.54,1715.85,1014.61,409.703,323.708,353.387,483.005
