TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
167.880272109,-161.45,14.2483,0.532207,7.37786,-3.17015,3.85825,-1.38622,5.43314,-1.08116,1.70277,-1.98953,0.862005,-1.61917,3.52141,0.0476281,2.62773,0.332808,1.85565,-0.297882,1.95443,-2.90397
167.903492063,-169.369,21.8351,0.583933,6.26197,-4.96174,5.29964,-6.34788,3.81695,-3.57859,2.805,-0.979885,4.04525,0.123212,5.71319,-2.04571,-0.0821322,-2.67221,0.535319,-0.69344,2.79986,0.4047
167.926712018,-177.53,23.545,-7.17567,10.4711,-10.7332,8.57867,-10.3641,6.00096,-7.0717,6.50711,-3.88392,4.78883,-2.49562,7.22705,-3.87969,2.67151,-5.59677,0.827382,-2.25523,6.20801,0.398889
167.949931973,-181.434,25.0006,-5.49943,12.4773,-12.6575,10.6213,-11.1151,6.05621,-10.0696,8.03168,-5.4834,4.55272,-5.04258,8.4221,-7.0225,5.16741,-5.36094,2.13929,-3.69305,5.77402,-3.63687
167.973151927,-182.881,26.1143,-8.41646,14.4764,-13.1386,8.12464,-12.8827,9.63315,-8.45148,7.00487,-8.47027,5.46202,-7.0233,6.7253,-5.49623,6.9481,-6.42768,1.28602,-4.43986,4.5705,-4.28987
167.996371882,-186.156,25.77,-5.33288,15.5974,-11.8488,7.35874,-12.4726,6.37215,-10.2017,6.4095,-7.41014,5.18926,-4.76865,7.06848,-5.65333,8.40458,-4.25245,3.21917,-6.85068,4.554,-4.04801
168.019591837,-187.553,27.6804,-6.34076,13.3578,-12.4317,6.2965,-13.8291,8.51143,-9.60897,6.20103,-7.62409,7.54761,-4.57963,6.31232,-4.64429,6.48051,-4.95561,2.98898,-4.72267,4.89766,-4.97011
168.042811791,-188.446,27.3816,-5.58826,15.5236,-13.6518,7.01894,-13.4341,6.93044,-9.61312,6.91771,-4.65863,6.33153,-5.42526,6.03688,-4.14847,5.17519,-3.09951,5.35446,-3.29753,4.24449,-3.34833
168.066031746,-187.913,28.8851,-7.86384,14.5933,-11.5519,9.33702,-13.0785,4.06981,-10.2021,6.13042,-3.24484,8.52948,-3.59526,5.90362,-5.47914,3.23634,-5.25315,2.80234,-1.69798,6.42579,-2.3281
168.089251701,-185.897,24.1103,-3.63076,8.17258,-7.71176,4.36076,-7.20453,4.01242,-2.66328,4.87577,-3.04728,3.31121,-1.52626,0.85564,-5.48172,2.60143,-3.92324,2.84086,1.45882,3.09765,0.564195
168.112471655,-152.531,14.8782,-6.78468,4.65522,-2.62989,1.55432,-3.6588,2.30295,-3.58958,1.59379,-4.54734,-0.0682869,-3.89336,0.251624,-5.19363,-1.88632,-4.48678,-1.21167,-0.83578,4.16138,-0.0923244
168.135691610,-162.514,14.0677,-4.34411,0.244267,-7.02931,0.727268,-4.07857,0.495022,-3.73291,0.585722,-3.53592,2.51338,-5.01376,1.29322,-3.16072,1.28479,-4.81805,-2.97863,-2.26307,0.632576,-1.66219
