TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
40.170521542,3.74902,0,0.0808374,2.70877,0.425269,0.000104572,0.00282969,2.12784,0.00874555,0.00147172,0.642628,0
40.216961451,3.57877,0,0.0657973,2.90275,0.406307,0,0.101515,2.26576,0.0166871,0.00656528,0.506833,0.0139208
40.263401361,2.97106,0.452905,0.00147152,2.82772,0.148683,0.249733,0.0235229,2.21383,0.0214224,0.0166128,0.772648,0.178092
40.309841270,2.58237,0.918432,0.000345579,2.58783,0.0417165,0.234184,0.0693691,2.08132,0.0198781,0.0578501,1.3937,0.140964
40.356281179,1.96752,1.0509,0,2.3974,0.339166,0.165905,0.293373,1.49058,0.0119035,0.0654555,2.16386,0.138669
40.402721088,1.02325,0.683138,0.128666,2.86502,0.264881,0.0358883,0.101438,1.28592,0.0511074,0.0658597,2.36193,0.148079
40.449160998,0.218843,0,0.164074,3.38084,0.0380431,0.0292656,0.0157788,1.59031,0.581321,0.43677,1.84825,0.166158
40.495600907,0.262415,0,0.165482,3.61292,0.0406807,0.013674,0,1.78779,0.852734,0.575964,1.71365,0.103078
40.542040816,0.225344,0,0.144087,3.82664,0.0345046,0.00940133,0,2.09067,0.639297,0.619346,1.96073,0
40.588480726,0.0610588,0,0.108264,4.03506,0.0241868,0.00376968,0,2.34598,0.0738643,0.450477,2.1467,0
40.634920635,0.599195,0,0.117444,3.99326,0.0210332,0.00446257,0.0145127,2.21807,0.000917497,0.122507,1.94233,0
40.681360544,0.91504,0.304739,0.268969,3.33444,0.0180593,0.0130073,0.133857,2.39851,0.422117,0.221902,2.07116,0.0469858
40.727800454,1.09552,0.33674,0.213731,2.98719,0.0219238,0.0133788,0.229508,2.41162,0.548569,0.339383,2.06872,0
40.774240363,1.28558,0.374403,0.173953,2.05326,0.025356,0.0201041,0.162013,2.27148,0.615213,0.379348,2.08838,0
40.820680272,1.14864,0.368147,0.0226583,1.78109,0.0998341,0.0821042,0.0249263,2.15706,0.579184,0.608199,2.1327,0
40.867120181,0.715787,0.278661,0.0462606,1.93784,0.356291,0.319812,0.0372532,2.16864,0.388016,0.633265,2.28309,0
40.913560091,2.00008,0.150871,0.101834,1.79638,1.14875,0.667847,0.0212399,1.72024,0.23399,0.152773,1.85002,0.00200965
40.960000000,2.67479,0.046514,0.132265,1.88925,1.41682,0.567367,0.0189075,1.59283,0.0423046,0.0424875,1.44553,0.00497642
41.006439909,2.72824,0.544772,0.0644541,1.91351,1.14606,0.344888,0.0578684,1.47109,0.0777074,0.062976,1.33177,0
41.052879819,2.15002,1.5181,0,2.12708,0.609694,0.43784,0.122464,1.29579,0.005868,0.0437746,1.30941,0
41.099319728,1.27749,1.53181,0,2.50878,0.13126,0.57765,0.374167,1.22811,0.0159644,0.273394,1.76751,0.000163006
41.145759637,0.638034,0.742157,0,3.30057,0.0239569,0.546667,0.388457,1.39973,0.0077316,0.365665,2.04298,0.0439021
41.192199546,0.669327,0.0650513,0,3.81561,0.0301135,0.442728,0.313368,1.36114,0.00274151,0.449854,2.19952,0.102697
41.238639456,0.547301,0.0614548,0.00115953,4.22937,0.0252355,0.290437,0.337126,1.28372,0.00492878,0.516612,1.93249,0.146943
41.285079365,0.223176,0.0618923,0.0029761,4.39717,0.0095182,0.0335452,0.220436,1.06461,0.0300098,0.529745,1.32881,0.251897
41.331519274,0.224394,0.0773587,0.0024834,4.4425,0.00850029,0.0619198,0.0459574,0.641726,0.101887,0.00502132,1.30825,0.322523
41.377959184,0.368926,0.312773,0.000817668,4.43639,0.0102807,0.111573,0,0.561135,0.0516559,0.00290411,1.41045,0.184477
41.424399093,1.67584,0.569672,0,4.18398,0,0.106567,0,1.20133,0.0150894,0.0334611,1.10409,0.143172
41.470839002,2.74499,0.307355,0,2.83615,0.205395,0.266229,0,1.60796,0.055228,0.126814,0.670181,0.0419945
41.517278912,3.92271,0.0164133,0.212488,1.57736,0.271755,0.075583,0.0318728,2.01127,0.0450489,0.103141,0.210216,0
41.563718821,4.12378,0.0272294,0.314559,1.07883,0.475979,0,0.00560476,1.9612,0.0666215,0.0799653,0.00120399,0
41.610158730,3.994,0.00206686,0.298957,1.06182,0.603835,0,0.0111574,1.70408,0.254364,0.0499099,0.0673023,0
41.656598639,3.66528,0.0809383,0.231568,0.856508,0.676851,0,0.0123866,1.56075,0.441681,0.00314743,0.0964777,0.0752267
41.703038549,2.55495,0.124066,0.0600212,0.900323,0.624817,0.607303,0.193045,0.871893,0.532961,0,1.05619,0.141749
41.749478458,0.610631,0.367813,0.390665,1.04256,0.00209491,1.15543,0.595421,0.0766064,0.615455,0.0326794,2.77426,0.0792059
41.795918367,0.697159,0.0284595,0.260748,1.18627,0.00432026,1.38558,0.56523,0.0182956,0.601653,0.0862893,3.00009,0.0486215
41.842358277,0.649223,0.00238655,0.298748,1.22077,0.0043951,1.50672,0.35967,0.00689384,0.611018,0.114274,2.89582,0.00243449
41.888798186,0.404414,0.00313322,0.34812,1.00941,0,1.73153,0.27177,0.00346109,0.591302,0.225651,2.51031,0
41.935238095,0.28833,0.258444,0.264817,0.286626,0,1.67061,0.27926,0.542077,0.322443,0.517535,2.58567,0.0340584
41.981678005,0.142925,0.235165,0.269961,0.44173,0.0135171,1.19006,0.156673,0.563313,0.328866,0.322901,3.02917,0.24565
42.028117914,0.061878,0.292346,0.377542,0.646376,0.0190524,1.13701,0.0386933,0.452055,0.39693,0,3.09997,0.606586
42.074557823,0,0.202227,0.372372,0.778796,0.017146,1.13334,0.0515979,0.385616,0.436909,0,3.30417,0.628375
42.120997732,0,0.155448,0.242888,0.79174,0.0707399,1.29731,0.0183092,0.160001,0.594004,0,3.71445,0.291662
42.167437642,0.0901743,0.12714,0.357537,0.799687,0.132023,1.32283,0.0204207,0.100937,0.552209,0.0100667,3.86238,0
42.213877551,0.108561,0.115447,0.574945,1.5745,0.0656873,1.27575,0.0527877,0.0713103,0.205618,0,3.3653,6.47469e-05
42.260317460,0.134087,0.00474472,0.555268,1.57866,0.0461331,1.26942,0.115066,0.00250533,0.2616,0.0685042,3.22402,0.000138462
42.306757370,0.177287,0.0426902,0.502233,1.62503,0.0968393,1.29091,0.131373,0.00237523,0.0668207,0.0378692,3.17561,0.109016
42.353197279,0.175794,0.000136832,0.644085,1.32513,0.295873,1.49621,0.113747,0.000562295,0.0978638,0.00831875,3.18906,0.0751483
42.399637188,0.174391,0.00148686,0.811096,1.17578,0.265777,1.71442,0.062472,0,0.00697109,0.0194322,3.31039,0.0971214
42.446077098,0.334511,0.0712836,0.856927,1.14011,0.123343,1.77956,0.0334116,0.0957696,0.412981,0.0854706,3.29893,0.121066
42.492517007,0.655005,0.275161,0.845714,1.15959,0.116403,1.80574,0.00704455,0.204593,0.77721,0.115419,3.08433,0.0532322
42.538956916,1.01305,0.351164,0.863444,0.887841,0.092411,1.8223,0.0126886,0.270283,1.15443,0.117664,2.66351,0
42.585396825,1.54747,0.216195,0.529729,0.760421,0.13772,1.6564,0.00941391,0.32892,2.10679,0.0518572,1.28833,4.61901e-05
42.631836735,1.34917,0.257421,0.0716171,0.638882,0.21585,0.93167,0.0177414,0.393605,2.41601,0.0603339,0.291345,0.257137
42.678276644,1.49702,0.251049,0.121366,0.511993,0.15742,0.505078,0.250916,0.525335,2.36635,0.00383763,0,0.766596
42.724716553,1.77008,0.080667,0.354694,0.535378,0.0789389,0.557532,0.110515,0.467836,2.30152,0.00278969,0.0823741,0.775108
42.771156463,1.6625,0.0776863,0.24759,0.419606,0.0254546,1.20744,0.12414,0.639145,2.27823,0.000829308,0.0667594,0.684399
42.817596372,1.54746,0.206088,0.0729734,0.0169161,0.0264762,2.26019,0.513187,0.371335,1.93145,0.0153932,0.155036,0.360701
42.864036281,1.03776,0.375703,0.110057,0.00390186,0.0479643,2.93393,0.216925,0.141759,1.67237,0.0575431,0.89718,0
42.910476190,0.364301,0.440871,0.329685,0.0177593,0.0541889,2.9153,0,0.251675,1.43014,0.00502501,1.99355,0
42.956916100,0.210424,0.226877,0.393199,0.0171369,0.0372062,2.73049,0,0.314175,1.47787,0.0183674,2.84564,0
43.003356009,0.128426,0.0871945,0.489927,0.0111233,0.0334445,2.73875,0,0.274489,1.8563,0.0577546,3.18038,0
43.049795918,5.05023e-05,0.057789,0.485371,0.0741882,0.0429714,2.68195,0.00244027,0.286622,2.00915,0.0647003,3.03108,0.116154
43.096235828,0.771925,0.213583,0.301975,0.532252,0.044748,2.56807,0.0150152,0.21481,1.74671,0.0297373,1.69554,0.0982442
43.142675737,1.63535,0.0752881,0.00884616,0.310391,0.086156,2.38555,0.0367045,0.112948,2.5941,0.0354245,0.633939,0.0919941
43.189115646,1.93334,0.0100379,0,0.0143569,0.0939122,2.16529,0.118271,0.152987,2.52336,0.0681373,0.959546,0.00623927
43.235555556,1.95629,0.0401354,0,0,0.0203082,2.24873,0.220143,0.324094,2.68245,0.0835934,0.788547,0.0138943
43.281995465,1.91084,0,0,0.0150769,0.0206672,2.53805,0.110639,0.448809,2.78782,0.0824576,0.693768,0.0178352
43.328435374,2.04317,0,0,0.0399906,0,2.98108,0.0503032,0.416408,2.74012,0.116845,0.575265,0.171145
43.374875283,2.1458,0.00109791,0.00163684,0.0834966,0,3.22487,0.0105068,0.112345,2.59479,0.100303,0.478454,0.143013
43.421315193,2.1408,0.00143991,0.0045055,0.0309085,0.00756277,3.09273,0.00394111,0.0508271,2.46686,0.13837,0.581632,0.0322439
43.467755102,2.13151,0.138702,0.00359905,0.0626306,0.00912812,2.79771,0.000404401,0.105164,2.31636,0.0888759,0.616168,0.0047241
43.514195011,2.02836,0.156146,0.00124532,0.100803,0.0176881,2.59073,0.0292014,0.0886478,2.32965,0.0206385,0.968392,0.00816618
43.560634921,2.13297,0.181658,0.000201052,0.122205,0.0135966,2.75041,0.0186799,0.163766,2.43482,0.00530597,0.967003,0.133976
43.607074830,2.01536,0.376944,0.0269754,0.0443972,0.0215652,3.31789,0.0219718,0.0775272,2.51236,0.119582,0.258421,0.10038
43.653514739,2.07709,0.216702,0.161028,0.00406738,0.0154794,3.37093,0.0368368,0.0593868,2.50478,0.356869,0.145848,0.0824799
43.699954649,2.02908,0.211026,0.271201,0.00780529,0,3.26372,0.123775,0.0377674,2.38374,0.392401,0.0492673,0.123618
43.746394558,1.76921,0.366479,0.371472,0.0136014,0,3.24238,0.24015,0.0874571,2.25829,0.242038,0.0534609,0.151229
43.792834467,1.73491,0.282672,0.322092,0.0161778,0,3.32157,0.315614,0.0861605,2.55249,0.0831961,0.0766761,0.123954
43.839274376,2.01349,0.00741751,0.127727,0.0208069,0.0173617,3.2301,0.362429,0.0449605,2.88266,0.00583716,0.138764,0.0161264
43.885714286,2.0466,0.117823,0.000925436,0.152226,0.0190961,2.88114,0.123119,0.0494853,2.92386,0.168446,0.116222,0
43.932154195,2.0582,0.203971,0,0.123989,0.0232172,2.73974,0.038532,0.0643961,2.76037,0.437889,0.207437,0
43.978594104,2.22068,0.218837,0.0241289,0.0932261,0.164557,2.90051,0.0469717,0.0524741,2.57435,0.475299,0,0.00110638
44.025034014,2.46084,0.160536,0.114763,0.126786,0.241671,3.24118,0.0550051,0.18754,2.70537,0.100322,0,0
44.071473923,2.73068,0.00133089,0.173128,0.13385,0.0922241,3.37065,0.0809633,0.363988,2.96028,0.0805646,0,0
44.117913832,2.62919,0.00617099,0.110155,0.107474,0.0805687,2.99421,0.233969,0.330808,3.19325,0.348776,0.167614,0
44.164353741,2.36094,0.000969246,0.0326496,0.168572,0.125371,2.17828,0.254133,0.235005,2.98907,0.410535,0.230541,0.0189778
44.210793651,2.15538,0.00992759,0.0372361,0.264935,0.158301,1.48441,0.228407,0.166425,3.30642,0.182684,0.134649,0.0900412
44.257233560,2.13215,0.0166306,0,0.36336,0.128294,1.79563,0.115385,0.0758814,3.78289,0,0.012335,0.116116
44.303673469,2.27078,0.000426012,0,0.593337,0.0645152,2.20955,0.0380499,0.0746709,4.01695,0,0,0.0980612
44.350113379,2.10425,0.000829886,0.0775675,0.310626,0.0385829,2.35381,0.111512,0.188119,3.73544,0.271257,0.286583,0
44.396553288,1.87244,0.00268908,0.468144,0.148658,0.155319,2.21236,0.004552,0.172955,3.03584,0.144748,1.46707,0
44.442993197,1.75138,0.000458386,0.411979,0.126987,0.257009,2.20378,0.00869951,0.085972,2.38491,0.336219,1.95033,0.0963393
44.489433107,1.98904,0.00254564,0.168548,0.114027,0.00897621,2.09739,0,0.0432896,2.49022,0.515138,1.93655,0.101323
44.535873016,2.17543,0.456675,0.206389,0.121032,0.18088,2.06284,0,0.0445634,2.77245,0.441175,1.50937,0.0660724
44.582312925,2.36624,0.243538,0.277739,0.110857,0.722274,1.35548,0,0.0512834,3.01796,0.179478,1.32298,0
44.628752834,2.75062,0,0.119472,0.101365,0.721324,0.465974,0.0893528,0.0635398,2.70755,0.14311,1.24183,0.0363595
44.675192744,3.20095,0.0242954,0.0775225,0.597595,0.696586,0.0945775,0.141022,0.248413,1.93059,0.109178,0.628429,0
44.721632653,3.07946,0.551862,0.216211,0.837453,0.719249,0.211685,0.038389,0.182201,1.90819,0.0771303,0.0737004,0
44.768072562,1.00296,2.64252,0.423474,0.845305,0.523337,0.0316813,0,0.00899307,2.44516,0.0533974,0.0783677,0.0108509
44.814512472,0.104698,3.41207,0.254084,0.851615,0,0.317592,0,0.0082646,2.8242,0.0476786,0.0191979,0.0380076
44.860952381,0,4.09358,0.11996,0.768185,0,0.439577,0,0.0106923,2.7633,0.045571,0,0.0319145
44.907392290,0,4.27747,0.00672583,0.761466,0,0.379723,0,0.0119614,2.56794,0.0471183,0,0.0157165
44.953832200,0.100488,3.59482,0.0026522,0.902556,0.390885,0.0639899,0.00349244,1.27934,1.39013,0.0499037,0.0122085,0.00607732
45.000272109,2.26083,1.36427,0.00664906,1.13025,0.496475,0,0.0154501,1.26965,0.854834,0.051982,0.00135359,0.0581101
45.046712018,3.37235,0,0.1051,1.28812,0.510403,0.00265974,0.0151387,1.23542,0.877943,0.0463708,0.0021634,0.015561
45.093151927,3.64123,0,0.12814,1.31691,0.505996,0.0082922,0.0130982,1.20412,0.980832,0.0438113,0.00192695,0
45.139591837,3.68913,0,0.106208,1.44448,0.500367,0.0123876,0.0114768,1.2083,1.08528,0.0503402,0.00178744,0
45.186031746,3.30431,0.0854726,0,1.53031,0.462143,0.00769488,0.00467307,1.21998,0.961532,0.0552594,0.287756,0.0379148
45.232471655,2.5089,0.250342,0.0445276,1.59251,0.438431,0.0622075,0.0103323,1.13159,0.79596,0.0554782,0.734527,0.410272
45.278911565,1.22321,0.296188,0.111211,2.05374,0.17848,0.408691,0.0106002,1.25359,0.895704,0.0536125,1.53774,0.654954
45.325351474,0.768778,0.237702,0.33958,1.90053,0.0154969,0.733996,0.0609006,0.94465,0.901222,0.0533928,1.86299,0.111475
45.371791383,1.13404,0.476359,0.479898,1.51192,0.00276141,0.945511,0.11256,0.393924,1.07255,0.146267,1.64592,0.0322456
45.418231293,1.54537,0.377508,0.540642,1.32112,0,0.834295,0.0656406,0.190386,1.0973,0.0475999,2.11708,0.00660187
45.464671202,1.73081,0.213263,0.566734,1.18362,2.44276e-05,0.974225,0.0509821,0.0455943,0.982414,0.0453765,1.99589,0
45.511111111,1.56932,0,0.607818,1.12536,0,1.0184,0.0301989,0.0345977,1.25839,0.049968,2.28548,0
45.557551020,1.39213,0,0.647719,0.99875,0,1.37585,0.00910763,0.0103253,1.86119,0.0578514,2.36698,0
45.603990930,1.20874,0,0.700919,1.12192,0,1.71715,0.00710511,0.00316923,2.09994,0.0832919,2.22086,6.35362e-05
45.650430839,1.10892,0,0.594053,1.77615,0.00411805,1.76372,0.00218682,0,2.22706,0.163961,2.41669,0
45.696870748,1.06688,0,0.280649,2.57692,0.0117369,1.40687,0,0,1.93637,0.15413,2.46019,0.00533027
45.743310658,0.700691,0,0.39862,2.55648,0.108064,1.48473,0,0,1.19658,0.055284,2.86412,0.0369221
45.789750567,0.678957,0,0.502253,2.43489,0.204764,1.75387,0.00114869,0,0.470559,0.0102955,3.01593,0.0593962
45.836190476,0.686755,0,0.639847,2.53761,0.171267,1.92455,0.00245173,0,0.206749,0.0128022,2.79048,0.0809786
45.882630385,0.67593,0,0.743522,2.46599,0.0566037,1.80217,0.0041493,0,0.248265,0.0358777,2.77554,0.0764633
45.929070295,0.505433,0.025302,0.792013,1.93559,0.0332903,1.80751,0.00599369,0,0.508703,0.052799,2.81717,0.127637
45.975510204,0.195893,0.0637091,0.656489,1.55418,0.0377687,1.69706,0.00621145,0.450976,0.58729,0.0987608,2.62217,0.180294
46.021950113,0.128218,0.0562533,0.591537,1.3157,0.0575015,1.79383,0,0.939192,0.569989,0.741069,2.02765,0.000311417
46.068390023,0.259537,0.116314,0.412181,1.57658,0.0481538,1.71606,0,1.49466,0.913473,0.584086,1.47585,0.000502655
46.114829932,0.345508,0.00149409,0.25821,2.6055,0.0509548,0.770906,0,1.95168,1.03121,0.160551,0.670536,0.133935
46.161269841,0.303114,0.00182232,0.2365,2.75853,0.035088,0.284194,0,2.08141,0.89309,0.0756109,0.873058,0.495229
46.207709751,0.141229,0.00394352,0.48932,2.57503,0.0235652,0.0648015,0.00298442,2.14448,0.596327,0.0829147,1.02574,0.639504
46.254149660,0.108462,0.00221343,0.529028,2.21465,0.027264,0.0126066,1.08754,1.5786,0.309062,0.0510232,1.4313,0.935322
46.300589569,0.161322,0,0.381054,2.22409,0.0526639,0.713867,0.804633,1.10275,0.487021,0.0133127,1.73832,1.15427
46.347029478,0.190921,0,0.32981,2.13584,0.0330567,1.25418,0.367577,1.19087,0.460026,0,1.74888,1.21492
46.393469388,0.179622,0.00193138,0.330144,2.21698,0.0197475,1.66325,0.00188926,1.13231,0.320117,0,1.85216,0.941739
46.439909297,0.171925,0.00252078,0.277596,2.1652,0.0213695,1.7395,0.00147917,1.15655,0.349256,0,2.1659,0.329089
46.486349206,0.173188,0.00210299,0.324461,2.23622,0.0347535,1.68786,0.0037506,1.27833,0.348187,0,2.34644,0.00011284
46.532789116,0.262837,0.00107041,0.337926,2.58664,0.0485034,1.61665,0.0235662,1.58861,0.309069,0,2.08199,0.000278425
46.579229025,0.388282,0.0297787,0.0677558,3.10583,0.0431198,1.22072,0.0318174,2.18659,0.11838,0.000405054,1.77198,0.000403441
46.625668934,0.19463,0.0997945,0.0008916,3.37749,0.0324136,0.419318,0.0299124,2.33709,0.0673705,0.00391974,1.54233,0.000472201
46.672108844,0.140098,0.115309,0.000179651,3.42496,0.0135337,0.0833632,0.0377585,2.14255,0.087027,0.0134854,1.72039,0.000276217
46.718548753,0.105903,0,0,3.72424,0.0100911,0.104592,0.0542051,2.09412,0.0195063,0.0133707,1.87569,0.0123303
46.764988662,0.0637278,0,0,4.05972,0.0113772,0.0984176,0.0582678,2.24796,0.000227288,0.00703257,2.06484,0.000155691
46.811428571,0.0296743,0,0.0732625,4.03742,0.0222652,0.0790926,0.0530592,2.31016,0,0.00889667,2.01736,0.000160065
46.857868481,0.0183914,0.00170454,0.120081,3.83879,0,0.0654372,0.0398996,2.06907,0.00246123,0.00995137,1.9545,0.000141315
46.904308390,0.00042229,0.0024412,0.163053,3.46998,0,0.286825,0.0340456,1.6914,0,0.00977048,1.93572,5.07219e-05
46.950748299,0.000419422,0.00225919,0.171262,3.13474,0.00200533,0.311364,0.0359296,1.62467,0,0.00865305,2.14317,0
46.997188209,0.000273339,0.0018743,0.186706,3.1915,0.00181342,0.296343,0.0418754,1.77041,0.00182568,0.00807617,2.28635,0
47.043628118,0,0.0163461,0.0990692,3.23172,0.0371681,0.250653,0.0736447,2.0096,0.0392483,0.00273066,2.28018,0
47.090068027,0,0.307413,0.00243221,3.00907,0.0388481,0.218893,0.108062,1.9973,0.0660287,0.0772507,2.26949,0
47.136507937,0,0.50652,0.00252128,2.88961,0.0320374,0.217176,0.139565,1.8365,0.0579157,0.107623,2.27368,0
47.182947846,0,0.54287,0.00219472,3.17842,0.0340849,0.202012,0.127959,1.89661,0.00200266,0.0764402,2.38596,0
47.229387755,0,0.431459,0.00242918,3.70149,0.016136,0.183388,0.098559,1.75932,0,0.125527,2.43205,0
47.275827664,0,0.150076,0.0277504,3.8513,0.015004,0.174133,0.0628226,1.61547,0,0.0580761,2.57968,0
47.322267574,0.610108,0.00260374,0.12705,3.52014,0.0105445,0.254685,0.00273162,1.63548,0.0388357,0.106008,2.58481,0
47.368707483,1.53994,0.00218977,0.144585,3.0877,0.00888022,0.130259,0.000831907,1.96993,0.0734492,0.215782,1.97822,0.0194306
47.415147392,2.26038,0.00141754,0.149206,2.9039,0.0141414,0.0722952,0.00169644,2.06527,0.069005,0.194718,1.47235,0.024097
47.461587302,2.88944,0.000971746,0.150713,2.80924,0.0118169,0.0265405,0.000337752,1.91191,0.0665535,0.133671,1.46001,0
47.508027211,3.17415,0.00124102,0.152217,2.63438,0.16899,0,0,1.76746,0.0403604,0.0145131,1.56468,0.00287569
47.554467120,3.12992,0.200305,0.164665,2.59387,0.141839,0,0.0032887,1.75224,0.00186167,0,1.51728,0.00296597
47.600907029,3.00991,0.513141,0.135411,2.61829,0.0457345,0.019754,0.0100524,1.77954,0,9.68374e-05,1.2556,0.00422143
47.647346939,2.93112,0.643687,0.105971,2.74244,0.0238335,0.0731695,0,1.87505,0,0.00034577,0.978463,9.55983e-05
47.693786848,2.90014,0.647714,0.0851348,2.89074,0.0127061,0.0723684,0,1.82208,0.0017778,0.0583768,1.07689,0.000102394
47.740226757,2.68721,0.619542,0.0964255,2.8768,0,0.0340432,0.00307367,1.56718,0,0.0540189,1.06972,0
47.786666667,2.28159,0.584149,0.127232,2.3835,0.294247,0.447929,0.0235731,1.39164,0,0.00433361,0.907345,0
47.833106576,1.6576,0.560384,0.153052,2.11588,0.378324,0.948559,0.0381937,1.73272,0,0.00793548,1.01778,0
47.879546485,1.39806,0.587746,0.138443,2.57365,0.120921,1.16072,0.0349527,1.83185,0,0.00928409,1.0538,0.0276932
47.925986395,1.09432,0.560014,0.104427,3.08447,0.00783724,1.43457,0.0442168,1.80963,0,0.053997,1.13557,0
47.972426304,0.874769,0.508711,0.0815517,3.09918,0,1.31565,0.0376302,1.42,0,0.0281991,1.51991,0.0514849
48.018866213,1.19964,0.417316,0.085498,2.66353,0.0154931,1.0235,0.0398364,1.00099,0,0.0312532,1.40919,0.145969
48.065306122,1.46311,0.36699,0.352713,2.24484,0.081944,1.07011,0.0934953,0.723414,0.158455,0.0292064,0.980955,0.365053
48.111746032,1.31937,0.250627,0.537927,1.93657,0.13759,1.11955,0.0818776,0.726406,1.03798,0.0265976,0.665807,0.52779
48.158185941,0.794218,0.172746,0.726867,1.497,0.0226999,1.12924,0.0936153,0.455635,2.12436,0.0207542,0.507702,0.489393
48.204625850,0.591684,0.149954,0.774171,1.19697,0.0156948,1.21755,0.16811,0.390808,2.82537,0.0103177,0.614367,0.306486
48.251065760,0.610571,0.192604,0.801686,0.976227,0.0217235,1.43311,0.145592,0.207337,3.26721,0.0162437,0.799166,0.098703
48.297505669,0.555381,0.314813,0.845551,1.09155,0.0367142,1.51952,0.0891284,0,3.69625,0.0206233,1.02006,0.0328279
48.343945578,0.410781,0.2726,0.83107,1.29945,0.0380225,1.54585,0.027162,0,3.64316,0.0221974,1.23725,0.0354563
48.390385488,0.376908,0.316222,0.864691,1.35175,0.0402785,1.52592,0.0357635,0,3.56859,0.0200181,1.45475,0.0326809
48.436825397,0.447663,0.381813,0.91579,1.28358,0.0296845,1.37834,0.0858105,0.00629327,3.4963,0.0171896,1.65078,0.0439709
48.483265306,0.65338,0.380055,0.922943,1.09311,0.0243728,1.19767,0.148426,0.0125894,3.44197,0.0163165,1.65611,0.0542002
48.529705215,0.867434,0.234836,0.918045,1.21479,0.0224687,1.03404,0.203049,0.00935411,3.35254,0.0151467,1.50641,0.0572071
48.576145125,0.896072,0.213433,0.88383,1.37668,0.0202059,1.06708,0.235031,0.00287388,3.09319,0.0100007,1.50596,0.0561083
48.622585034,0.548331,0.69882,0.798156,1.12824,0.0285781,1.24182,0.196045,0,2.97499,0.00514739,1.84372,0.0529316
48.669024943,0.337998,0.953106,0.766514,0.865065,0.0353827,1.08704,0.0400926,0,3.18407,0.00886568,1.77632,0.046766
48.715464853,0.346707,1.07097,0.792233,0.845066,0.0218814,0.809763,0,0,3.47878,0.0157723,1.60768,0.0407062
48.761904762,0.232094,1.03161,0.865004,0.710466,0.0131675,0.778426,0.0435598,0.0135805,3.31995,0.0129104,1.61214,0.0443001
48.808344671,0.047557,0.823052,1.04422,0.488533,0.0418698,1.10114,0.141666,0.103879,2.51573,0.0066705,1.92733,0.166144
48.854784580,0.378629,0.126223,1.30491,0.474444,0.0647656,1.52193,0.110474,0.697551,1.17122,0.0270064,2.06368,0.512977
48.901224490,1.44811,0.0975185,0.914113,0.0137805,0.0819455,1.90419,0.0447203,1.24134,0.350048,0.0348171,2.0822,0.468838
48.947664399,2.09256,0.0702205,0.501928,0.0191647,0.25725,1.76932,0.0271862,1.36612,0.0593839,0.00873754,2.07283,0.242147
48.994104308,2.37828,0.160294,0.294421,0.0117803,0.60459,1.44332,0.00359488,1.30606,0.242646,0.00586749,2.22526,0.11895
49.040544218,2.12066,0.246623,0.334343,0.00971229,0.811818,1.31323,0.000554552,1.3574,0.641413,0.00597422,2.56714,0.0595907
49.086984127,1.68352,0.543312,0.324793,0.00213222,0.508947,0.98062,0,1.36926,0.684793,0.00918215,2.65338,0.049519
49.133424036,1.78981,0.781113,0.132906,0.00764342,0.230297,0.854235,0,1.49871,0.436224,0.00366077,2.49181,0.0507508
49.179863946,2.10029,0.864793,0.167635,0.0131848,0.146222,0.807587,0,1.43959,0.103872,0.00040609,2.31807,0.0529401
49.226303855,2.19398,0.895673,0.212317,0,0.369998,0.842463,0,1.3931,0.350904,0.00160948,2.08343,0.0738968
49.272743764,2.08106,0.824784,0.109115,0.146592,0.476868,1.28485,0.145449,1.25937,0.444232,0.256024,1.56488,0.708097
49.319183673,1.12133,0.366907,0,0.47614,0.164138,2.23817,0.534574,0.790888,0.488862,0.540673,1.16238,1.29899
49.365623583,0.83852,0,0.192762,0.455945,0.052055,2.251,0.629854,0.32711,0.45488,0.322455,2.51643,0.891252
49.412063492,0.932828,0.135085,0.308043,0.335359,0.0486563,2.38999,0.364053,0.137166,0.82148,0.317992,3.09352,0.0510223
49.458503401,0.923573,0.0407207,0.455132,0.619901,0.0501495,2.40453,0.0342593,0,1.35292,0.265374,2.76426,0
49.504943311,1.39667,0,0.407688,1.0264,0.0492037,1.62685,0.0723596,0.0492949,2.79256,0.264539,1.60222,0
49.551383220,2.13345,0,0,1.31374,0.0197565,1.13367,0.106647,0.041033,3.69752,0.251614,0,0.000191522
49.597823129,2.31307,0,0,1.40382,0.0192681,1.25495,0.107239,0.0362942,3.60479,0.340426,9.49557e-06,0.000268374
49.644263039,2.28256,0,0,1.40791,0.0173708,1.65142,0.100138,0.0366967,3.08543,0.515395,0,0.0313966
49.690702948,1.55658,0.0613142,0,1.04998,0.015702,2.29141,0.0394427,0,1.93189,0.678482,1.60958,0.061909
49.737142857,0.570297,0,0.14609,0.00225441,0.015868,2.92845,0.0355827,0.0539808,1.27121,0.686278,2.60063,0.0468226
49.783582766,0.473395,0,0.292179,0,0.0175391,2.83254,0.0380942,0.074358,1.03042,0.597255,2.86612,0.00947831
49.830022676,0.511419,0,0.342498,0,0.0182515,2.86987,0.037987,0.079151,0.906585,0.537449,2.96001,0
49.876462585,0.708305,0,0.365184,0.286913,0.0177354,3.02728,0.0363215,0.0452778,0.855775,0.547091,2.7286,0
49.922902494,0.829787,0.0349053,0.39901,0.541138,0.0170917,3.13159,0.0391919,0.0297569,1.40812,0.630712,2.13285,0
