Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2JnMEz1aD9m6bZAXUXFliU,"Lion","Lotus","Little Simz;Obongjayar",2025-06-06,177718,53,true,11164375455,2026-03-23T19:11:52Z,"alté","Little Simz",0.879,0.564,10,-10.944,0,0.0614,0.52,0.515,0.115,0.91,100.033,4
spotify:track:75u1g7P5h3PeB5a63fsdWU,"Shirt Uit (feat. Sef)","Synergy","Jungle by Night;Sef",2024-09-13,207813,39,false,11164375455,2026-03-23T19:11:52Z,"nederpop","V2 Records Benelux",0.555,0.618,6,-9.932,0,0.144,0.0843,0.00471,0.0862,0.415,161.368,4
spotify:track:72LHK6D2PEXpmif9MCPIVf,"Hell N Back - A COLORS SHOW","Hell N Back (A COLORS SHOW)","Bakar",2019-11-14,216285,40,true,11164375455,2026-03-23T19:14:58Z,"","Black Butter",0.709,0.508,5,-9.097,0,0.843,0.266,0.00000288,0.12,0.788,209.823,4
spotify:track:3imYkN34og7muZbkSZWLUW,"Ms. Poli Sci","Ms. Poli Sci","Paul Russell;Khary",2022-11-11,128703,51,true,11164375455,2026-03-23T19:14:58Z,"alternative hiphop","Boom.Records",0.755,0.562,10,-6.828,0,0.174,0.146,0,0.0986,0.527,96.503,4
spotify:track:6p0u1dLtzN6F2N0pPhP2JC,"Need You","This Is What I Mean","Stormzy;tendai;Ayra Starr",2022-11-25,197813,45,false,11164375455,2026-03-23T19:14:58Z,"grime,britse grime,britse drill,britse r&b,afrobeats,afrobeat,afropop,afro r&b,afropiano,afrosoul","0207 Def Jam",0.814,0.709,1,-7.308,0,0.114,0.0636,0.455,0.0722,0.463,105.979,4
spotify:track:0LdAEUc7gyEY6xIG9y3lLM,"Candle Flame","Candle Flame","Jungle;Erick the Architect",2023-03-27,174020,1,false,11164375455,2026-03-23T19:14:58Z,"","Caiola Records",0.673,0.72,9,-7.318,0,0.039,0.143,0.0000182,0.913,0.588,123.032,4
spotify:track:5ZsuhbdQSRS4wqggUrCz9e,"Girl Like You","Boo Boo","Toro y Moi",2017-07-07,223773,0,false,11164375455,2026-03-23T19:14:58Z,"chillwave","Carpark",0.629,0.823,1,-5.744,1,0.0597,0.35,0.039,0.0801,0.397,169.961,4
spotify:track:4O9t8Qq941SAzdGlex4noA,"What You Need (feat. Charlotte Day Wilson)","BUBBA","KAYTRANADA;Charlotte Day Wilson",2019-12-13,183786,69,false,11164375455,2026-03-23T19:14:58Z,"alternative r&b","KAYTRANADA/RCA Records",0.79,0.71,10,-6.323,0,0.131,0.0555,0.843,0.0601,0.6,111.038,4
spotify:track:0dFdGPVLs3k0z9ezYWZzUa,"Intimidated (feat. H.E.R.)","Intimidated","KAYTRANADA;H.E.R.",2021-11-19,207830,74,false,11164375455,2026-03-23T19:14:58Z,"r&b","KAYTRANADA/RCA Records",0.738,0.75,11,-3.654,0,0.219,0.0167,0.00976,0.174,0.342,112.009,4
spotify:track:4n358XQMHXd0xi6NazWdxr,"Vex Oh feat. GoldLink & Ari PenSmith","BUBBA","KAYTRANADA;Eight9FLY;Ari PenSmith;GoldLink",2019-12-13,162146,60,true,11164375455,2026-03-23T19:14:58Z,"","KAYTRANADA/RCA Records",0.742,0.643,6,-10.251,1,0.385,0.149,0.000026,0.0861,0.797,112.402,4
spotify:track:439X8jGytErRiPnaoUJHju,"CHANCES","NOTHIN LIKE U / CHANCES","KAYTRANADA;Shay Lia",2018-11-30,218187,64,false,11164375455,2026-03-23T19:14:58Z,"alternative r&b","KAYTRANADA/RCA Records",0.835,0.527,7,-7.272,0,0.128,0.204,0.000423,0.283,0.611,106.003,4
spotify:track:70pZIQqQ37SrNCADx0FiPN,"Jet Black (feat. Brandy)","Ventura","Anderson .Paak;Brandy",2019-04-12,208395,56,true,11164375455,2026-03-23T19:14:58Z,"r&b","Aftermath",0.819,0.596,7,-7.697,0,0.123,0.0302,0.00000459,0.102,0.473,108.204,4
